SCENARIO;PERIODE;ENTITY;PROGRAMME;AN_ETUDE;MODALITE;EXERCICE;VOL_LEAD;VOL_CAND;VOL_ADMIS;VOL_NEW;VOL_REINS;VOL_EFF;VOL_EFF_INF;VOL_CLASS;REV_STUD;REV_FRAIS_INS
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS1;ALT;2026;785,000000000;157,000000000;110,000000000;46,000000000;0,000000000;46,000000000;0,000000000;2,000000000;6300,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;46,000000000;2,000000000;6300,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B1;ALT;2026;785,000000000;157,000000000;110,000000000;46,000000000;0,000000000;46,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;46,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS1;ALT;2026;615,000000000;123,000000000;86,000000000;36,000000000;0,000000000;36,000000000;0,000000000;2,000000000;5820,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;35,000000000;35,000000000;36,000000000;2,000000000;5820,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B1;ALT;2026;615,000000000;123,000000000;86,000000000;36,000000000;0,000000000;36,000000000;0,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;35,000000000;35,000000000;36,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B1;ALT;2026;800,000000000;160,000000000;112,000000000;47,000000000;0,000000000;47,000000000;0,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;46,000000000;46,000000000;47,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;46,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B1;ALT;2026;680,000000000;136,000000000;95,000000000;40,000000000;0,000000000;40,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;39,000000000;39,000000000;40,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;38,000000000;38,000000000;39,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B1;INIT;2025;609,000000000;171,000000000;123,000000000;74,000000000;0,000000000;74,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;72,000000000;72,000000000;74,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;70,000000000;70,000000000;72,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M1;ALT;2025;1255,000000000;251,000000000;175,000000000;74,000000000;0,000000000;74,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;72,000000000;72,000000000;74,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B1;INIT;2025;515,000000000;144,000000000;104,000000000;62,000000000;0,000000000;62,000000000;0,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;60,000000000;60,000000000;62,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;59,000000000;59,000000000;60,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M1;ALT;2025;1057,000000000;211,000000000;148,000000000;62,000000000;0,000000000;62,000000000;0,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;61,000000000;61,000000000;62,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B1;INIT;2025;468,000000000;131,000000000;94,000000000;57,000000000;0,000000000;57,000000000;0,000000000;2,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;55,000000000;55,000000000;57,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;54,000000000;54,000000000;55,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M1;ALT;2025;962,000000000;192,000000000;135,000000000;57,000000000;0,000000000;57,000000000;0,000000000;3,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;56,000000000;56,000000000;57,000000000;3,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B1;INIT;2025;397,000000000;111,000000000;80,000000000;48,000000000;0,000000000;48,000000000;0,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;46,000000000;46,000000000;48,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;46,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M1;ALT;2025;816,000000000;163,000000000;114,000000000;48,000000000;0,000000000;48,000000000;0,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;47,000000000;47,000000000;48,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B1;INIT;2025;562,000000000;158,000000000;113,000000000;68,000000000;0,000000000;68,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;66,000000000;66,000000000;68,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;65,000000000;65,000000000;66,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;MAS_COM;M1;ALT;2025;1151,000000000;230,000000000;161,000000000;68,000000000;0,000000000;68,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;MAS_COM;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;67,000000000;67,000000000;68,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B1;INIT;2025;388,000000000;108,000000000;78,000000000;47,000000000;0,000000000;47,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;47,000000000;2,000000000;6860,000000000;90,000000000
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;6860,000000000;90,000000000
2027BUD_V1;12;ISCOM_LIL;MAS_COM;M1;ALT;2025;802,000000000;160,000000000;112,000000000;47,000000000;0,000000000;47,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;ISCOM_LIL;MAS_COM;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;46,000000000;46,000000000;47,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B1;INIT;2025;364,000000000;102,000000000;74,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7200,000000000;90,000000000
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;6720,000000000;90,000000000
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;6720,000000000;90,000000000
2027BUD_V1;12;ISCOM_TLS;MAS_COM;M1;ALT;2025;755,000000000;151,000000000;106,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7200,000000000;90,000000000
2027BUD_V1;12;ISCOM_TLS;MAS_COM;M2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;7200,000000000;90,000000000
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B1;ALT;2025;802,000000000;160,000000000;112,000000000;47,000000000;0,000000000;47,000000000;0,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;45,000000000;45,000000000;47,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;IPAC_REN;BAC_CCE;B1;ALT;2025;642,000000000;128,000000000;90,000000000;38,000000000;0,000000000;38,000000000;0,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;IPAC_REN;BAC_CCE;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;37,000000000;37,000000000;38,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;IPAC_REN;BAC_CCE;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;36,000000000;36,000000000;37,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B1;ALT;2025;642,000000000;128,000000000;90,000000000;38,000000000;0,000000000;38,000000000;0,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;37,000000000;37,000000000;38,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;36,000000000;36,000000000;37,000000000;2,000000000;6650,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS1;ALT;2025;741,000000000;148,000000000;104,000000000;43,000000000;0,000000000;43,000000000;0,000000000;2,000000000;6300,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;6300,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B1;ALT;2025;741,000000000;148,000000000;104,000000000;43,000000000;0,000000000;43,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS1;ALT;2025;580,000000000;116,000000000;81,000000000;34,000000000;0,000000000;34,000000000;0,000000000;2,000000000;5820,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;33,000000000;33,000000000;34,000000000;2,000000000;5820,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B1;ALT;2025;580,000000000;116,000000000;81,000000000;34,000000000;0,000000000;34,000000000;0,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;33,000000000;33,000000000;34,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B1;ALT;2025;755,000000000;151,000000000;106,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;7840,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B1;ALT;2025;642,000000000;128,000000000;90,000000000;38,000000000;0,000000000;38,000000000;0,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B2;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;37,000000000;37,000000000;38,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B3;ALT;2025;0,000000000;0,000000000;0,000000000;0,000000000;36,000000000;36,000000000;37,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B1;INIT;2024;575,000000000;161,000000000;116,000000000;69,000000000;0,000000000;69,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;68,000000000;68,000000000;69,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;66,000000000;66,000000000;68,000000000;3,000000000;7840,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M1;ALT;2024;1184,000000000;237,000000000;166,000000000;69,000000000;0,000000000;69,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;68,000000000;68,000000000;69,000000000;3,000000000;8400,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B1;INIT;2024;486,000000000;136,000000000;98,000000000;59,000000000;0,000000000;59,000000000;0,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;57,000000000;57,000000000;59,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;56,000000000;56,000000000;57,000000000;2,000000000;7350,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M1;ALT;2024;997,000000000;199,000000000;140,000000000;59,000000000;0,000000000;59,000000000;0,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;58,000000000;58,000000000;59,000000000;3,000000000;7875,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B1;INIT;2024;441,000000000;124,000000000;89,000000000;53,000000000;0,000000000;53,000000000;0,000000000;2,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;52,000000000;52,000000000;53,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;51,000000000;51,000000000;52,000000000;2,000000000;7000,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M1;ALT;2024;908,000000000;182,000000000;127,000000000;53,000000000;0,000000000;53,000000000;0,000000000;3,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;53,000000000;53,000000000;53,000000000;3,000000000;7500,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B1;INIT;2024;375,000000000;105,000000000;76,000000000;45,000000000;0,000000000;45,000000000;0,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;6790,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M1;ALT;2024;770,000000000;154,000000000;108,000000000;45,000000000;0,000000000;45,000000000;0,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;7275,000000000;90,000000000
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B1;INIT;2024;530,000000000;149,000000000;107,000000000;64,000000000;0,000000000;64,000000000;0,000000000;3,000000000;8400,000000000;90,000000000
