SCENARIO;PERIODE;ENTITY;PROGRAMME;AN_ETUDE;MODALITE;EXERCICE;VOL_LEAD;VOL_CAND;VOL_ADMIS;VOL_NEW;VOL_REINS;VOL_EFF;VOL_EFF_INF;VOL_CLASS;REV_STUD;REV_FRAIS_INS;VOL_LEAD_ORG;VOL_LEAD_PAY;DEPENSE_ACQ;DEPENSE_MARQUE;USERUPD;DATEUPD;PROVENIENZA
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;68,000000000;68,000000000;69,000000000;3,000000000;8400,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B1;INIT;2024;486,000000000;136,000000000;98,000000000;59,000000000;0,000000000;59,000000000;0,000000000;3,000000000;7875,000000000;90,000000000;205,000000000;283,000000000;11317,000000000;14174,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;57,000000000;57,000000000;59,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;56,000000000;56,000000000;57,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M1;ALT;2024;997,000000000;199,000000000;140,000000000;59,000000000;0,000000000;59,000000000;0,000000000;3,000000000;7875,000000000;90,000000000;421,000000000;580,000000000;23215,000000000;29076,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;58,000000000;58,000000000;59,000000000;3,000000000;7875,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B1;INIT;2024;441,000000000;124,000000000;89,000000000;53,000000000;0,000000000;53,000000000;0,000000000;2,000000000;7500,000000000;90,000000000;208,000000000;233,000000000;8526,000000000;14648,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;52,000000000;52,000000000;53,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;51,000000000;51,000000000;52,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M1;ALT;2024;908,000000000;182,000000000;127,000000000;53,000000000;0,000000000;53,000000000;0,000000000;3,000000000;7500,000000000;90,000000000;428,000000000;480,000000000;17534,000000000;30123,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;53,000000000;53,000000000;53,000000000;3,000000000;7500,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B1;INIT;2024;375,000000000;105,000000000;76,000000000;45,000000000;0,000000000;45,000000000;0,000000000;2,000000000;7275,000000000;90,000000000;180,000000000;194,000000000;6743,000000000;12727,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;6790,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_BOR;BAC_MGT;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;6790,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M1;ALT;2024;770,000000000;154,000000000;108,000000000;45,000000000;0,000000000;45,000000000;0,000000000;2,000000000;7275,000000000;90,000000000;370,000000000;398,000000000;13854,000000000;26150,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_BOR;MAS_MGT;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;45,000000000;2,000000000;7275,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B1;INIT;2024;530,000000000;149,000000000;107,000000000;64,000000000;0,000000000;64,000000000;0,000000000;3,000000000;8400,000000000;90,000000000;213,000000000;340,000000000;16491,000000000;17097,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;62,000000000;62,000000000;64,000000000;3,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_PAR;BAC_COM;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;61,000000000;61,000000000;62,000000000;3,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_PAR;MAS_COM;M1;ALT;2024;1086,000000000;217,000000000;152,000000000;64,000000000;0,000000000;64,000000000;0,000000000;3,000000000;8400,000000000;90,000000000;437,000000000;695,000000000;33757,000000000;34997,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_PAR;MAS_COM;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;63,000000000;63,000000000;64,000000000;3,000000000;8400,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B1;INIT;2024;366,000000000;102,000000000;74,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7350,000000000;90,000000000;194,000000000;186,000000000;6793,000000000;15806,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;6860,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_LIL;BAC_COM;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;6860,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_LIL;MAS_COM;M1;ALT;2024;756,000000000;151,000000000;106,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7350,000000000;90,000000000;400,000000000;385,000000000;14050,000000000;32689,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_LIL;MAS_COM;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;44,000000000;44,000000000;44,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B1;INIT;2024;344,000000000;96,000000000;69,000000000;42,000000000;0,000000000;42,000000000;0,000000000;2,000000000;7200,000000000;90,000000000;186,000000000;171,000000000;5940,000000000;15179,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;41,000000000;41,000000000;42,000000000;2,000000000;6720,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_TLS;BAC_COM;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;40,000000000;40,000000000;41,000000000;2,000000000;6720,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_TLS;MAS_COM;M1;ALT;2024;712,000000000;142,000000000;100,000000000;42,000000000;0,000000000;42,000000000;0,000000000;2,000000000;7200,000000000;90,000000000;384,000000000;355,000000000;12311,000000000;31458,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;ISCOM_TLS;MAS_COM;M2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;41,000000000;41,000000000;42,000000000;2,000000000;7200,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B1;ALT;2024;756,000000000;151,000000000;106,000000000;44,000000000;0,000000000;44,000000000;0,000000000;2,000000000;7000,000000000;90,000000000;258,000000000;489,000000000;17983,000000000;15937,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;43,000000000;43,000000000;44,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_NAN;BAC_CCE;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;42,000000000;42,000000000;43,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_REN;BAC_CCE;B1;ALT;2024;605,000000000;121,000000000;85,000000000;36,000000000;0,000000000;36,000000000;0,000000000;2,000000000;6650,000000000;90,000000000;223,000000000;371,000000000;12341,000000000;14022,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_REN;BAC_CCE;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;35,000000000;35,000000000;36,000000000;2,000000000;6650,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_REN;BAC_CCE;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;34,000000000;34,000000000;35,000000000;2,000000000;6650,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B1;ALT;2024;605,000000000;121,000000000;85,000000000;36,000000000;0,000000000;36,000000000;0,000000000;2,000000000;6650,000000000;90,000000000;217,000000000;377,000000000;12543,000000000;13581,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;35,000000000;35,000000000;36,000000000;2,000000000;6650,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;IPAC_MTP;BAC_CCE;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;34,000000000;34,000000000;35,000000000;2,000000000;6650,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS1;ALT;2024;699,000000000;140,000000000;98,000000000;41,000000000;0,000000000;41,000000000;0,000000000;2,000000000;6300,000000000;90,000000000;341,000000000;382,000000000;15129,000000000;26720,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_LYO;BTS_GES;BTS2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;40,000000000;40,000000000;41,000000000;2,000000000;6300,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B1;ALT;2024;699,000000000;140,000000000;98,000000000;41,000000000;0,000000000;41,000000000;0,000000000;2,000000000;7350,000000000;90,000000000;341,000000000;383,000000000;15129,000000000;26719,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_LYO;BAC_RH;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;40,000000000;40,000000000;41,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS1;ALT;2024;547,000000000;109,000000000;77,000000000;32,000000000;0,000000000;32,000000000;0,000000000;2,000000000;5820,000000000;90,000000000;302,000000000;264,000000000;9078,000000000;23880,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_BOR;BTS_GES;BTS2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;31,000000000;31,000000000;32,000000000;2,000000000;5820,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B1;ALT;2024;547,000000000;109,000000000;77,000000000;32,000000000;0,000000000;32,000000000;0,000000000;2,000000000;6790,000000000;90,000000000;301,000000000;264,000000000;9077,000000000;23880,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;PIGIER_BOR;BAC_RH;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;31,000000000;31,000000000;32,000000000;2,000000000;6790,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B1;ALT;2024;712,000000000;142,000000000;100,000000000;42,000000000;0,000000000;42,000000000;0,000000000;2,000000000;7840,000000000;90,000000000;231,000000000;517,000000000;24992,000000000;19081,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;41,000000000;41,000000000;42,000000000;2,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_PAR;BAC_TOU;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;40,000000000;40,000000000;41,000000000;2,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B1;ALT;2024;605,000000000;121,000000000;85,000000000;36,000000000;0,000000000;36,000000000;0,000000000;2,000000000;7350,000000000;90,000000000;242,000000000;392,000000000;15578,000000000;20221,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B2;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;35,000000000;35,000000000;36,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;TUNON_LYO;BAC_TOU;B3;ALT;2024;0,000000000;0,000000000;0,000000000;0,000000000;34,000000000;34,000000000;35,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B1;INIT;2026;646,000000000;181,000000000;130,000000000;78,000000000;0,000000000;78,000000000;0,000000000;3,000000000;8400,000000000;90,000000000;232,000000000;414,000000000;22326,000000000;21185,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;76,000000000;76,000000000;78,000000000;3,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_PAR;BAC_MGT;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;74,000000000;74,000000000;76,000000000;3,000000000;7840,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M1;ALT;2026;1330,000000000;266,000000000;186,000000000;78,000000000;0,000000000;78,000000000;0,000000000;3,000000000;8400,000000000;90,000000000;479,000000000;851,000000000;45965,000000000;43615,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_PAR;MAS_MGT;M2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;76,000000000;76,000000000;78,000000000;3,000000000;8400,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B1;INIT;2026;546,000000000;153,000000000;110,000000000;66,000000000;0,000000000;66,000000000;0,000000000;3,000000000;7875,000000000;90,000000000;235,000000000;311,000000000;13694,000000000;21386,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;64,000000000;64,000000000;66,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;BAC_MGT;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;63,000000000;63,000000000;64,000000000;2,000000000;7350,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M1;ALT;2026;1120,000000000;224,000000000;157,000000000;66,000000000;0,000000000;66,000000000;0,000000000;3,000000000;7875,000000000;90,000000000;481,000000000;639,000000000;28089,000000000;43869,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_LYO;MAS_MGT;M2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;65,000000000;65,000000000;66,000000000;3,000000000;7875,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B1;INIT;2026;496,000000000;139,000000000;100,000000000;60,000000000;0,000000000;60,000000000;0,000000000;2,000000000;7500,000000000;90,000000000;238,000000000;258,000000000;10317,000000000;21708,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B2;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;58,000000000;58,000000000;60,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;BAC_MGT;B3;ALT;2026;0,000000000;0,000000000;0,000000000;0,000000000;57,000000000;57,000000000;58,000000000;2,000000000;7000,000000000;90,000000000;0,000000000;0,000000000;0,000000000;0,000000000;CCH;2026-08-19 21:32:50.55;QDL
2027BUD_V1;12;MBWAY_NAN;MAS_MGT;M1;ALT;2026;1020,000000000;204,000000000;143,000000000;60,000000000;0,000000000;60,000000000;0,000000000;3,000000000;7500,000000000;90,000000000;490,000000000;530,000000000;21216,000000000;44641,000000000;CCH;2026-08-19 21:32:50.55;QDL
